item_id,trait_index,trait_name,task_index,dependence_group,dependence_group_source
0,0,arc_challenge,0,,none_measured
1,0,arc_challenge,0,,none_measured
2,0,arc_challenge,0,,none_measured
3,0,arc_challenge,0,,none_measured
4,0,arc_challenge,0,,none_measured
5,0,arc_challenge,0,,none_measured
6,0,arc_challenge,0,,none_measured
7,0,arc_challenge,0,,none_measured
8,0,arc_challenge,0,,none_measured
9,0,arc_challenge,0,,none_measured
10,0,arc_challenge,0,,none_measured
11,0,arc_challenge,0,,none_measured
12,0,arc_challenge,0,,none_measured
13,0,arc_challenge,0,,none_measured
14,0,arc_challenge,0,,none_measured
15,0,arc_challenge,0,,none_measured
16,0,arc_challenge,0,,none_measured
17,0,arc_challenge,0,,none_measured
18,0,arc_challenge,0,,none_measured
19,0,arc_challenge,0,,none_measured
20,0,arc_challenge,0,,none_measured
21,0,arc_challenge,0,,none_measured
22,0,arc_challenge,0,,none_measured
23,0,arc_challenge,0,,none_measured
24,0,arc_challenge,0,,none_measured
25,0,arc_challenge,0,,none_measured
26,0,arc_challenge,0,,none_measured
27,0,arc_challenge,0,,none_measured
28,0,arc_challenge,0,,none_measured
29,0,arc_challenge,0,,none_measured
30,0,arc_challenge,0,,none_measured
31,0,arc_challenge,0,,none_measured
32,0,arc_challenge,0,,none_measured
33,0,arc_challenge,0,,none_measured
34,0,arc_challenge,0,,none_measured
35,0,arc_challenge,0,,none_measured
36,0,arc_challenge,0,,none_measured
37,0,arc_challenge,0,,none_measured
38,0,arc_challenge,0,,none_measured
39,0,arc_challenge,0,,none_measured
40,0,arc_challenge,0,,none_measured
41,0,arc_challenge,0,,none_measured
42,0,arc_challenge,0,,none_measured
43,0,arc_challenge,0,,none_measured
44,0,arc_challenge,0,,none_measured
45,0,arc_challenge,0,,none_measured
46,0,arc_challenge,0,,none_measured
47,0,arc_challenge,0,,none_measured
48,0,arc_challenge,0,,none_measured
49,0,arc_challenge,0,,none_measured
50,0,arc_challenge,0,,none_measured
51,0,arc_challenge,0,,none_measured
52,0,arc_challenge,0,,none_measured
53,0,arc_challenge,0,,none_measured
54,0,arc_challenge,0,,none_measured
55,0,arc_challenge,0,,none_measured
56,0,arc_challenge,0,,none_measured
57,0,arc_challenge,0,,none_measured
58,0,arc_challenge,0,,none_measured
59,0,arc_challenge,0,,none_measured
60,0,arc_challenge,0,,none_measured
61,0,arc_challenge,0,,none_measured
62,0,arc_challenge,0,,none_measured
63,0,arc_challenge,0,,none_measured
64,0,arc_challenge,0,,none_measured
65,0,arc_challenge,0,,none_measured
66,0,arc_challenge,0,,none_measured
67,0,arc_challenge,0,,none_measured
68,0,arc_challenge,0,,none_measured
69,0,arc_challenge,0,,none_measured
70,0,arc_challenge,0,,none_measured
71,0,arc_challenge,0,,none_measured
72,0,arc_challenge,0,,none_measured
73,0,arc_challenge,0,,none_measured
74,0,arc_challenge,0,,none_measured
75,0,arc_challenge,0,,none_measured
76,0,arc_challenge,0,,none_measured
77,0,arc_challenge,0,,none_measured
78,0,arc_challenge,0,,none_measured
79,0,arc_challenge,0,,none_measured
80,0,arc_challenge,0,,none_measured
81,0,arc_challenge,0,,none_measured
82,0,arc_challenge,0,,none_measured
83,0,arc_challenge,0,,none_measured
84,0,arc_challenge,0,,none_measured
85,0,arc_challenge,0,,none_measured
86,0,arc_challenge,0,,none_measured
87,0,arc_challenge,0,,none_measured
88,0,arc_challenge,0,,none_measured
89,0,arc_challenge,0,,none_measured
90,0,arc_challenge,0,,none_measured
91,0,arc_challenge,0,,none_measured
92,0,arc_challenge,0,,none_measured
93,0,arc_challenge,0,,none_measured
94,0,arc_challenge,0,,none_measured
95,0,arc_challenge,0,,none_measured
96,0,arc_challenge,0,,none_measured
97,0,arc_challenge,0,,none_measured
98,0,arc_challenge,0,,none_measured
99,0,arc_challenge,0,,none_measured
100,0,arc_challenge,0,,none_measured
101,0,arc_challenge,0,,none_measured
102,0,arc_challenge,0,,none_measured
103,0,arc_challenge,0,,none_measured
104,0,arc_challenge,0,,none_measured
105,0,arc_challenge,0,,none_measured
106,0,arc_challenge,0,,none_measured
107,0,arc_challenge,0,,none_measured
108,0,arc_challenge,0,,none_measured
109,0,arc_challenge,0,,none_measured
110,0,arc_challenge,0,,none_measured
111,0,arc_challenge,0,,none_measured
112,0,arc_challenge,0,,none_measured
113,0,arc_challenge,0,,none_measured
114,0,arc_challenge,0,,none_measured
115,0,arc_challenge,0,,none_measured
116,0,arc_challenge,0,,none_measured
117,0,arc_challenge,0,,none_measured
118,0,arc_challenge,0,,none_measured
119,0,arc_challenge,0,,none_measured
120,0,arc_challenge,0,,none_measured
121,0,arc_challenge,0,,none_measured
122,0,arc_challenge,0,,none_measured
123,0,arc_challenge,0,,none_measured
124,0,arc_challenge,0,,none_measured
125,0,arc_challenge,0,,none_measured
126,0,arc_challenge,0,,none_measured
127,0,arc_challenge,0,,none_measured
128,0,arc_challenge,0,,none_measured
129,0,arc_challenge,0,,none_measured
130,0,arc_challenge,0,,none_measured
131,0,arc_challenge,0,,none_measured
132,0,arc_challenge,0,,none_measured
133,0,arc_challenge,0,,none_measured
134,0,arc_challenge,0,,none_measured
135,0,arc_challenge,0,,none_measured
136,0,arc_challenge,0,,none_measured
137,0,arc_challenge,0,,none_measured
138,0,arc_challenge,0,,none_measured
139,0,arc_challenge,0,,none_measured
140,0,arc_challenge,0,,none_measured
141,0,arc_challenge,0,,none_measured
142,0,arc_challenge,0,,none_measured
143,0,arc_challenge,0,,none_measured
144,0,arc_challenge,0,,none_measured
145,0,arc_challenge,0,,none_measured
146,0,arc_challenge,0,,none_measured
147,0,arc_challenge,0,,none_measured
148,0,arc_challenge,0,,none_measured
149,0,arc_challenge,0,,none_measured
150,0,arc_challenge,0,,none_measured
151,0,arc_challenge,0,,none_measured
152,0,arc_challenge,0,,none_measured
153,0,arc_challenge,0,,none_measured
154,0,arc_challenge,0,,none_measured
155,0,arc_challenge,0,,none_measured
156,0,arc_challenge,0,,none_measured
157,0,arc_challenge,0,,none_measured
158,0,arc_challenge,0,,none_measured
159,0,arc_challenge,0,,none_measured
160,0,arc_challenge,0,,none_measured
161,0,arc_challenge,0,,none_measured
162,0,arc_challenge,0,,none_measured
163,0,arc_challenge,0,,none_measured
164,0,arc_challenge,0,,none_measured
165,0,arc_challenge,0,,none_measured
166,0,arc_challenge,0,,none_measured
167,0,arc_challenge,0,,none_measured
168,0,arc_challenge,0,,none_measured
169,0,arc_challenge,0,,none_measured
170,0,arc_challenge,0,,none_measured
171,0,arc_challenge,0,,none_measured
172,0,arc_challenge,0,,none_measured
173,0,arc_challenge,0,,none_measured
174,0,arc_challenge,0,,none_measured
175,0,arc_challenge,0,,none_measured
176,0,arc_challenge,0,,none_measured
177,0,arc_challenge,0,,none_measured
178,0,arc_challenge,0,,none_measured
179,0,arc_challenge,0,,none_measured
180,0,arc_challenge,0,,none_measured
181,0,arc_challenge,0,,none_measured
182,0,arc_challenge,0,,none_measured
183,0,arc_challenge,0,,none_measured
184,0,arc_challenge,0,,none_measured
185,0,arc_challenge,0,,none_measured
186,0,arc_challenge,0,,none_measured
187,0,arc_challenge,0,,none_measured
188,0,arc_challenge,0,,none_measured
189,0,arc_challenge,0,,none_measured
190,0,arc_challenge,0,,none_measured
191,0,arc_challenge,0,,none_measured
192,0,arc_challenge,0,,none_measured
193,0,arc_challenge,0,,none_measured
194,0,arc_challenge,0,,none_measured
195,0,arc_challenge,0,,none_measured
196,0,arc_challenge,0,,none_measured
197,0,arc_challenge,0,,none_measured
198,0,arc_challenge,0,,none_measured
199,0,arc_challenge,0,,none_measured
200,0,arc_challenge,0,,none_measured
201,0,arc_challenge,0,,none_measured
202,0,arc_challenge,0,,none_measured
203,0,arc_challenge,0,,none_measured
204,0,arc_challenge,0,,none_measured
205,0,arc_challenge,0,,none_measured
206,0,arc_challenge,0,,none_measured
207,0,arc_challenge,0,,none_measured
208,0,arc_challenge,0,,none_measured
209,0,arc_challenge,0,,none_measured
210,0,arc_challenge,0,,none_measured
211,0,arc_challenge,0,,none_measured
212,0,arc_challenge,0,,none_measured
213,0,arc_challenge,0,,none_measured
214,0,arc_challenge,0,,none_measured
215,0,arc_challenge,0,,none_measured
216,0,arc_challenge,0,,none_measured
217,0,arc_challenge,0,,none_measured
218,0,arc_challenge,0,,none_measured
219,0,arc_challenge,0,,none_measured
220,0,arc_challenge,0,,none_measured
221,0,arc_challenge,0,,none_measured
222,0,arc_challenge,0,,none_measured
223,0,arc_challenge,0,,none_measured
224,0,arc_challenge,0,,none_measured
225,0,arc_challenge,0,,none_measured
226,0,arc_challenge,0,,none_measured
227,0,arc_challenge,0,,none_measured
228,0,arc_challenge,0,,none_measured
229,0,arc_challenge,0,,none_measured
230,0,arc_challenge,0,,none_measured
231,0,arc_challenge,0,,none_measured
232,0,arc_challenge,0,,none_measured
233,0,arc_challenge,0,,none_measured
234,0,arc_challenge,0,,none_measured
235,0,arc_challenge,0,,none_measured
236,0,arc_challenge,0,,none_measured
237,0,arc_challenge,0,,none_measured
238,0,arc_challenge,0,,none_measured
239,0,arc_challenge,0,,none_measured
240,0,arc_challenge,0,,none_measured
241,0,arc_challenge,0,,none_measured
242,0,arc_challenge,0,,none_measured
243,0,arc_challenge,0,,none_measured
244,0,arc_challenge,0,,none_measured
245,0,arc_challenge,0,,none_measured
246,0,arc_challenge,0,,none_measured
247,0,arc_challenge,0,,none_measured
248,0,arc_challenge,0,,none_measured
249,0,arc_challenge,0,,none_measured
250,0,arc_challenge,0,,none_measured
251,0,arc_challenge,0,,none_measured
252,0,arc_challenge,0,,none_measured
253,0,arc_challenge,0,,none_measured
254,0,arc_challenge,0,,none_measured
255,0,arc_challenge,0,,none_measured
256,0,arc_challenge,0,,none_measured
257,0,arc_challenge,0,,none_measured
258,0,arc_challenge,0,,none_measured
259,0,arc_challenge,0,,none_measured
260,0,arc_challenge,0,,none_measured
261,0,arc_challenge,0,,none_measured
262,0,arc_challenge,0,,none_measured
263,0,arc_challenge,0,,none_measured
264,0,arc_challenge,0,,none_measured
265,0,arc_challenge,0,,none_measured
266,0,arc_challenge,0,,none_measured
267,0,arc_challenge,0,,none_measured
268,0,arc_challenge,0,,none_measured
269,0,arc_challenge,0,,none_measured
270,0,arc_challenge,0,,none_measured
271,0,arc_challenge,0,,none_measured
272,0,arc_challenge,0,,none_measured
273,0,arc_challenge,0,,none_measured
274,0,arc_challenge,0,,none_measured
275,0,arc_challenge,0,,none_measured
276,0,arc_challenge,0,,none_measured
277,0,arc_challenge,0,,none_measured
278,0,arc_challenge,0,,none_measured
279,0,arc_challenge,0,,none_measured
280,0,arc_challenge,0,,none_measured
281,0,arc_challenge,0,,none_measured
282,0,arc_challenge,0,,none_measured
283,0,arc_challenge,0,,none_measured
284,0,arc_challenge,0,,none_measured
285,0,arc_challenge,0,,none_measured
286,0,arc_challenge,0,,none_measured
287,0,arc_challenge,0,,none_measured
288,0,arc_challenge,0,,none_measured
289,0,arc_challenge,0,,none_measured
290,0,arc_challenge,0,,none_measured
291,0,arc_challenge,0,,none_measured
292,0,arc_challenge,0,,none_measured
293,0,arc_challenge,0,,none_measured
294,0,arc_challenge,0,,none_measured
295,0,arc_challenge,0,,none_measured
296,0,arc_challenge,0,,none_measured
297,0,arc_challenge,0,,none_measured
298,0,arc_challenge,0,,none_measured
299,0,arc_challenge,0,,none_measured
300,0,arc_challenge,0,,none_measured
301,0,arc_challenge,0,,none_measured
302,0,arc_challenge,0,,none_measured
303,0,arc_challenge,0,,none_measured
304,0,arc_challenge,0,,none_measured
305,0,arc_challenge,0,,none_measured
306,0,arc_challenge,0,,none_measured
307,0,arc_challenge,0,,none_measured
308,0,arc_challenge,0,,none_measured
309,0,arc_challenge,0,,none_measured
310,0,arc_challenge,0,,none_measured
311,0,arc_challenge,0,,none_measured
312,0,arc_challenge,0,,none_measured
313,0,arc_challenge,0,,none_measured
314,0,arc_challenge,0,,none_measured
315,0,arc_challenge,0,,none_measured
316,0,arc_challenge,0,,none_measured
317,0,arc_challenge,0,,none_measured
318,0,arc_challenge,0,,none_measured
319,0,arc_challenge,0,,none_measured
320,0,arc_challenge,0,,none_measured
321,0,arc_challenge,0,,none_measured
322,0,arc_challenge,0,,none_measured
323,0,arc_challenge,0,,none_measured
324,0,arc_challenge,0,,none_measured
325,0,arc_challenge,0,,none_measured
326,0,arc_challenge,0,,none_measured
327,0,arc_challenge,0,,none_measured
328,0,arc_challenge,0,,none_measured
329,0,arc_challenge,0,,none_measured
330,0,arc_challenge,0,,none_measured
331,0,arc_challenge,0,,none_measured
332,0,arc_challenge,0,,none_measured
333,0,arc_challenge,0,,none_measured
334,0,arc_challenge,0,,none_measured
335,0,arc_challenge,0,,none_measured
336,0,arc_challenge,0,,none_measured
337,0,arc_challenge,0,,none_measured
338,0,arc_challenge,0,,none_measured
339,0,arc_challenge,0,,none_measured
340,0,arc_challenge,0,,none_measured
341,0,arc_challenge,0,,none_measured
342,0,arc_challenge,0,,none_measured
343,0,arc_challenge,0,,none_measured
344,0,arc_challenge,0,,none_measured
345,0,arc_challenge,0,,none_measured
346,0,arc_challenge,0,,none_measured
347,0,arc_challenge,0,,none_measured
348,0,arc_challenge,0,,none_measured
349,0,arc_challenge,0,,none_measured
350,0,arc_challenge,0,,none_measured
351,0,arc_challenge,0,,none_measured
352,0,arc_challenge,0,,none_measured
353,0,arc_challenge,0,,none_measured
354,0,arc_challenge,0,,none_measured
355,0,arc_challenge,0,,none_measured
356,0,arc_challenge,0,,none_measured
357,0,arc_challenge,0,,none_measured
358,0,arc_challenge,0,,none_measured
359,0,arc_challenge,0,,none_measured
360,0,arc_challenge,0,,none_measured
361,0,arc_challenge,0,,none_measured
362,0,arc_challenge,0,,none_measured
363,0,arc_challenge,0,,none_measured
364,0,arc_challenge,0,,none_measured
365,0,arc_challenge,0,,none_measured
366,0,arc_challenge,0,,none_measured
367,0,arc_challenge,0,,none_measured
368,0,arc_challenge,0,,none_measured
369,0,arc_challenge,0,,none_measured
370,0,arc_challenge,0,,none_measured
371,0,arc_challenge,0,,none_measured
372,0,arc_challenge,0,,none_measured
373,0,arc_challenge,0,,none_measured
374,0,arc_challenge,0,,none_measured
375,0,arc_challenge,0,,none_measured
376,0,arc_challenge,0,,none_measured
377,0,arc_challenge,0,,none_measured
378,0,arc_challenge,0,,none_measured
